,Date,Fixa11,Bitcoin,Ibovespa
96,2021-06-02,12.9399995803833,37575.1796875,129601.0
97,2021-06-04,13.0,36894.40625,130126.0
98,2021-06-07,12.949999809265137,33560.70703125,130776.0
99,2021-06-08,12.960000038146973,33472.6328125,129787.0
100,2021-06-09,12.949999809265137,37345.12109375,129907.0
101,2021-06-10,12.90999984741211,36702.59765625,130076.0
102,2021-06-11,12.880000114440918,37334.3984375,129441.0
103,2021-06-14,12.890000343322754,40218.4765625,130208.0
104,2021-06-15,12.899999618530273,40406.26953125,130091.0
105,2021-06-16,12.899999618530273,38347.0625,129259.0
106,2021-06-17,12.859999656677246,38053.50390625,128057.0
107,2021-06-18,12.829999923706055,35787.24609375,128405.0
108,2021-06-21,12.859999656677246,31676.693359375,129265.0
109,2021-06-22,12.829999923706055,32505.66015625,128767.0
110,2021-06-23,12.8100004196167,33723.02734375,128428.0
111,2021-06-24,12.880000114440918,34662.4375,129514.0
112,2021-06-25,12.890000343322754,31637.779296875,127256.0
113,2021-06-28,12.9399995803833,34434.3359375,127429.0
114,2021-06-29,12.949999809265137,35867.77734375,127327.0
115,2021-06-30,12.920000076293945,35040.8359375,126802.0
116,2021-07-01,12.899999618530273,33572.1171875,125666.0
117,2021-07-02,12.899999618530273,33897.046875,127622.0
118,2021-07-05,12.880000114440918,33746.00390625,126920.0
119,2021-07-06,12.829999923706055,34235.1953125,125095.0
120,2021-07-07,12.869999885559082,33855.328125,127019.0
121,2021-07-08,12.850000381469727,32877.37109375,125428.0
122,2021-07-12,12.880000114440918,33155.84765625,127594.0
123,2021-07-13,12.819999694824219,32702.025390625,128168.0
124,2021-07-14,12.880000114440918,32822.34765625,128407.0
125,2021-07-15,12.880000114440918,31780.73046875,127468.0
126,2021-07-16,12.920000076293945,31421.5390625,125960.0
127,2021-07-19,12.930000305175781,30817.83203125,124395.0
128,2021-07-20,12.949999809265137,29807.34765625,125401.0
129,2021-07-21,12.960000038146973,32110.693359375,125929.0
130,2021-07-22,12.960000038146973,32313.10546875,126147.0
131,2021-07-23,12.899999618530273,33581.55078125,125053.0
132,2021-07-26,12.890000343322754,37337.53515625,126004.0
133,2021-07-27,12.859999656677246,39406.94140625,124612.0
134,2021-07-28,12.850000381469727,39995.90625,126286.0
135,2021-07-29,12.880000114440918,40008.421875,125675.0
136,2021-07-30,12.800000190734863,42235.546875,121801.0
137,2021-08-02,12.770000457763672,39201.9453125,122516.0
138,2021-08-03,12.75,38152.98046875,123577.0
139,2021-08-04,12.760000228881836,39747.50390625,121801.0
140,2021-08-05,12.65999984741211,40869.5546875,121633.0
141,2021-08-06,12.680000305175781,42816.5,122810.0
142,2021-08-09,12.680000305175781,46365.40234375,123019.0
143,2021-08-10,12.710000038146973,45585.03125,122202.0
144,2021-08-11,12.699999809265137,45593.63671875,122056.0
145,2021-08-12,12.649999618530273,44428.2890625,120701.0
146,2021-08-13,12.600000381469727,47793.3203125,121194.0
147,2021-08-16,12.569999694824219,46004.484375,119180.0
148,2021-08-17,12.569999694824219,44695.359375,117904.0
149,2021-08-18,12.479999542236328,44801.1875,116643.0
150,2021-08-19,12.510000228881836,46717.578125,117165.0
151,2021-08-20,12.579999923706055,49339.17578125,118053.0
152,2021-08-23,12.520000457763672,49546.1484375,117472.0
153,2021-08-24,12.569999694824219,47706.1171875,120211.0
154,2021-08-25,12.619999885559082,48960.7890625,120818.0
155,2021-08-26,12.630000114440918,46942.21875,118724.0
156,2021-08-27,12.65999984741211,49058.66796875,120678.0
157,2021-08-30,12.670000076293945,47054.984375,119740.0
158,2021-08-31,12.609999656677246,47166.6875,118781.0
159,2021-09-01,12.600000381469727,48847.02734375,119396.0
160,2021-09-02,12.550000190734863,49327.72265625,116677.0
161,2021-09-03,12.539999961853027,50025.375,116933.0
162,2021-09-06,12.550000190734863,52633.53515625,117869.0
163,2021-09-08,12.489999771118164,46091.390625,113413.0
164,2021-09-09,12.4399995803833,46391.421875,115361.0
165,2021-09-10,12.4399995803833,44883.91015625,114286.0
166,2021-09-13,12.449999809265137,44963.07421875,116404.0
167,2021-09-14,12.489999771118164,47092.4921875,116181.0
168,2021-09-15,12.470000267028809,48176.34765625,115063.0
169,2021-09-16,12.470000267028809,47783.359375,113794.0
170,2021-09-17,12.460000038146973,47267.51953125,111439.0
171,2021-09-20,12.479999542236328,42843.80078125,108844.0
172,2021-09-21,12.569999694824219,40693.67578125,110250.0
173,2021-09-22,12.59000015258789,43574.5078125,112282.0
174,2021-09-23,12.550000190734863,44895.09765625,114064.0
175,2021-09-24,12.520000457763672,42839.75,113283.0
176,2021-09-27,12.489999771118164,42235.73046875,113583.0
177,2021-09-28,12.460000038146973,41034.54296875,110124.0
178,2021-09-29,12.489999771118164,41564.36328125,111107.0
179,2021-09-30,12.470000267028809,43790.89453125,110979.0
180,2021-10-01,12.510000228881836,48116.94140625,112900.0
181,2021-10-04,12.5,49112.90234375,110393.0
182,2021-10-05,12.489999771118164,51514.8125,110458.0
183,2021-10-06,12.550000190734863,55361.44921875,110560.0
184,2021-10-07,12.529999732971191,53805.984375,110585.0
185,2021-10-08,12.600000381469727,53967.84765625,112833.0
186,2021-10-11,12.579999923706055,57484.7890625,112180.0
187,2021-10-13,12.600000381469727,57401.09765625,113456.0
188,2021-10-14,12.579999923706055,57321.5234375,113185.0
189,2021-10-15,12.550000190734863,61593.94921875,114648.0
190,2021-10-18,12.539999961853027,62026.078125,114428.0
191,2021-10-19,12.350000381469727,64261.9921875,110673.0
192,2021-10-20,12.359999656677246,65992.8359375,110786.0
193,2021-10-21,12.199999809265137,62210.171875,107735.0
194,2021-10-22,12.170000076293945,60692.265625,106296.0
195,2021-10-25,12.140000343322754,63039.82421875,108715.0
196,2021-10-26,12.0600004196167,60363.79296875,106420.0
197,2021-10-27,12.079999923706055,58482.38671875,106363.0
198,2021-10-28,11.890000343322754,60622.13671875,105705.0
199,2021-10-29,11.970000267028809,62227.96484375,103501.0
200,2021-11-01,11.90999984741211,61004.40625,105551.0
201,2021-11-03,12.020000457763672,62970.046875,105617.0
202,2021-11-04,11.989999771118164,61452.23046875,103412.0
203,2021-11-05,12.020000457763672,61125.67578125,104824.0
204,2021-11-08,12.010000228881836,67566.828125,104781.0
205,2021-11-09,12.069999694824219,66971.828125,105535.0
206,2021-11-10,12.09000015258789,64995.23046875,105968.0
207,2021-11-11,12.119999885559082,64949.9609375,107725.0
208,2021-11-12,12.130000114440918,64155.94140625,106312.0
209,2021-11-16,12.119999885559082,60161.24609375,104508.0
210,2021-11-17,12.09000015258789,60368.01171875,102945.0
211,2021-11-18,12.069999694824219,56942.13671875,102524.0
212,2021-11-19,12.100000381469727,58119.578125,103035.0
213,2021-11-22,12.039999961853027,56289.2890625,102122.0
214,2021-11-23,12.119999885559082,57569.07421875,103663.0
215,2021-11-24,12.149999618530273,56280.42578125,104514.0
216,2021-11-25,12.149999618530273,57274.6796875,105811.0
217,2021-11-26,12.1899995803833,53569.765625,102224.0
218,2021-11-29,12.229999542236328,57806.56640625,102814.0
219,2021-11-30,12.270000457763672,57005.42578125,101915.0
220,2021-12-01,12.270000457763672,57229.828125,100775.0
221,2021-12-02,12.329999923706055,56477.81640625,104466.0
222,2021-12-03,12.460000038146973,53598.24609375,105070.0
223,2021-12-06,12.460000038146973,50582.625,106859.0
224,2021-12-07,12.460000038146973,50700.0859375,107558.0
225,2021-12-08,12.520000457763672,50504.796875,108096.0
226,2021-12-09,12.510000228881836,47672.12109375,106291.0
227,2021-12-10,12.59000015258789,47243.3046875,107758.0
228,2021-12-13,12.569999694824219,46737.48046875,107383.0
229,2021-12-14,12.59000015258789,46612.6328125,106760.0
230,2021-12-15,12.569999694824219,48896.72265625,107370.0
231,2021-12-16,12.550000190734863,47665.42578125,108212.0
232,2021-12-17,12.520000457763672,46202.14453125,107201.0
233,2021-12-20,12.600000381469727,46880.27734375,105020.0
234,2021-12-21,12.649999618530273,48936.61328125,105500.0
235,2021-12-22,12.630000114440918,48628.51171875,105244.0
236,2021-12-23,12.600000381469727,50784.5390625,104891.0
237,2021-12-27,12.609999656677246,50640.41796875,105531.0
238,2021-12-28,12.609999656677246,47588.85546875,104864.0
239,2021-12-29,12.579999923706055,46444.7109375,104107.0
240,2021-12-30,12.609999656677246,47178.125,104822.0
241,2022-01-03,12.5600004196167,46458.1171875,103922.0
242,2022-01-04,12.430000305175781,45897.57421875,103514.0
243,2022-01-05,12.399999618530273,43569.00390625,101006.0
244,2022-01-06,12.390000343322754,43160.9296875,101561.0
245,2022-01-07,12.359999656677246,41557.90234375,102719.0
246,2022-01-10,12.34000015258789,41821.26171875,101945.0
247,2022-01-11,12.34000015258789,42735.85546875,103779.0
248,2022-01-12,12.4399995803833,43949.1015625,105686.0
249,2022-01-13,12.460000038146973,42591.5703125,105530.0
250,2022-01-14,12.460000038146973,43099.69921875,106928.0
251,2022-01-17,12.399999618530273,42250.55078125,106692.0
252,2022-01-18,12.390000343322754,42375.6328125,106522.0
253,2022-01-19,12.449999809265137,41744.328125,108013.0
254,2022-01-20,12.539999961853027,40680.41796875,109102.0
255,2022-01-21,12.5,36457.31640625,108942.0
256,2022-01-24,12.539999961853027,36654.328125,107752.0
257,2022-01-25,12.5600004196167,36954.00390625,109845.0
258,2022-01-26,12.569999694824219,36852.12109375,111573.0
259,2022-01-27,12.489999771118164,37138.234375,112315.0
260,2022-01-28,12.479999542236328,37784.33203125,111478.0
261,2022-01-31,12.510000228881836,38483.125,112388.0
262,2022-02-01,12.569999694824219,38743.2734375,113147.0
263,2022-02-02,12.609999656677246,36952.984375,112161.0
264,2022-02-03,12.649999618530273,37154.6015625,111696.0
265,2022-02-04,12.59000015258789,41500.875,112245.0
266,2022-02-07,12.630000114440918,43840.28515625,111996.0
267,2022-02-08,12.59000015258789,44118.4453125,112234.0
268,2022-02-09,12.579999923706055,44338.796875,112461.0
269,2022-02-10,12.539999961853027,43565.11328125,113359.0
270,2022-02-11,12.510000228881836,42407.9375,113572.0
271,2022-02-14,12.5,42586.91796875,113807.0
272,2022-02-15,12.550000190734863,44575.203125,114660.0
273,2022-02-16,12.539999961853027,43961.859375,115181.0
274,2022-02-17,12.520000457763672,40538.01171875,113528.0
275,2022-02-18,12.539999961853027,40030.9765625,112768.0
276,2022-02-21,12.569999694824219,37075.28125,111725.0
277,2022-02-22,12.5600004196167,38286.02734375,112892.0
278,2022-02-23,12.609999656677246,37296.5703125,112008.0
279,2022-02-24,12.579999923706055,38332.609375,111592.0
280,2022-02-25,12.569999694824219,39214.21875,113142.0
281,2022-03-02,12.539999961853027,43924.1171875,115174.0
282,2022-03-03,12.479999542236328,42451.7890625,115166.0
283,2022-03-04,12.40999984741211,39137.60546875,114474.0
284,2022-03-07,12.34000015258789,38062.0390625,111593.0
285,2022-03-08,12.300000190734863,38737.26953125,111203.0
286,2022-03-09,12.390000343322754,41982.92578125,113900.0
287,2022-03-10,12.350000381469727,39437.4609375,113663.0
288,2022-03-11,12.300000190734863,38794.97265625,111713.0
289,2022-03-14,12.239999771118164,39666.75390625,109928.0
290,2022-03-15,12.319999694824219,39338.78515625,108959.0
291,2022-03-16,12.319999694824219,41143.9296875,111112.0
292,2022-03-17,12.369999885559082,40951.37890625,113076.0
293,2022-03-18,12.4399995803833,41801.15625,115311.0
294,2022-03-21,12.40999984741211,41077.99609375,116155.0
295,2022-03-22,12.460000038146973,42358.80859375,117272.0
296,2022-03-23,12.460000038146973,42892.95703125,117457.0
297,2022-03-24,12.579999923706055,43960.93359375,119053.0
298,2022-03-25,12.65999984741211,44348.73046875,119081.0
299,2022-03-28,12.680000305175781,47128.00390625,118738.0
300,2022-03-29,12.720000267028809,47465.73046875,120014.0
301,2022-03-30,12.65999984741211,47062.6640625,120260.0
302,2022-03-31,12.6899995803833,45538.67578125,119999.0
303,2022-04-01,12.779999732971191,46281.64453125,121570.0
304,2022-04-04,12.800000190734863,46622.67578125,121280.0
305,2022-04-05,12.729999542236328,45555.9921875,118885.0
306,2022-04-06,12.710000038146973,43206.73828125,118228.0
307,2022-04-07,12.680000305175781,43503.84765625,118862.0
308,2022-04-08,12.609999656677246,42287.6640625,118322.0
309,2022-04-11,12.550000190734863,39521.90234375,116953.0
310,2022-04-12,12.539999961853027,40127.18359375,116147.0
311,2022-04-13,12.539999961853027,41166.73046875,116782.0
312,2022-04-14,12.510000228881836,39935.515625,116182.0
313,2022-04-18,12.550000190734863,40826.21484375,115687.0
314,2022-04-19,12.539999961853027,41502.75,115057.0
315,2022-04-20,12.529999732971191,41374.37890625,114344.0
316,2022-04-22,12.520000457763672,39740.3203125,111078.0
317,2022-04-25,12.569999694824219,40458.30859375,110685.0
318,2022-04-26,12.529999732971191,38117.4609375,108213.0
319,2022-04-27,12.579999923706055,39241.12109375,109349.0
320,2022-04-28,12.579999923706055,39773.828125,109919.0
321,2022-04-29,12.579999923706055,38609.82421875,107876.0
322,2022-05-02,12.539999961853027,38529.328125,106639.0
323,2022-05-03,12.550000190734863,37750.453125,106528.0
324,2022-05-04,12.59000015258789,39698.37109375,108344.0
325,2022-05-05,12.510000228881836,36575.140625,105304.0
326,2022-05-06,12.449999809265137,36040.921875,105135.0
327,2022-05-09,12.5,30296.953125,103250.0
328,2022-05-10,12.539999961853027,31022.90625,103110.0
329,2022-05-11,12.5,28936.35546875,104397.0
330,2022-05-12,12.489999771118164,29047.751953125,105688.0
331,2022-05-13,12.479999542236328,29283.103515625,106924.0
332,2022-05-16,12.510000228881836,29862.91796875,108233.0
333,2022-05-17,12.539999961853027,30425.857421875,108789.0
334,2022-05-18,12.550000190734863,28720.271484375,106247.0
335,2022-05-19,12.600000381469727,30314.333984375,107005.0
336,2022-05-20,12.649999618530273,29200.740234375,108488.0
337,2022-05-23,12.670000076293945,29098.91015625,110346.0
338,2022-05-24,12.59000015258789,29655.5859375,110581.0
339,2022-05-25,12.609999656677246,29562.361328125,110580.0
340,2022-05-26,12.670000076293945,29267.224609375,111890.0
341,2022-05-27,12.670000076293945,28627.57421875,111942.0
342,2022-05-30,12.600000381469727,31726.390625,111032.0
343,2022-05-31,12.640000343322754,31792.310546875,111351.0
344,2022-06-01,12.609999656677246,29799.080078125,111360.0
345,2022-06-02,12.59000015258789,30467.48828125,112393.0
346,2022-06-03,12.609999656677246,29704.390625,111102.0
347,2022-06-06,12.600000381469727,31370.671875,110186.0
348,2022-06-07,12.5600004196167,31155.478515625,110070.0
349,2022-06-08,12.550000190734863,30214.35546875,108368.0
350,2022-06-09,12.619999885559082,30111.998046875,107094.0
351,2022-06-10,12.619999885559082,29083.8046875,105481.0
352,2022-06-13,12.550000190734863,22487.388671875,102598.0
353,2022-06-14,12.460000038146973,22206.79296875,102063.0
354,2022-06-15,12.5600004196167,22572.83984375,102807.0
355,2022-06-17,12.640000343322754,20471.482421875,99825.0
356,2022-06-20,12.65999984741211,20599.537109375,99853.0
357,2022-06-21,12.65999984741211,20710.59765625,99685.0
358,2022-06-22,12.710000038146973,19987.029296875,99522.0
359,2022-06-23,12.739999771118164,21085.876953125,98080.0
360,2022-06-24,12.670000076293945,21231.65625,98672.0
361,2022-06-27,12.65999984741211,20735.478515625,100764.0
362,2022-06-28,12.579999923706055,20280.634765625,100591.0
363,2022-06-29,12.59000015258789,20104.0234375,99622.0
364,2022-06-30,12.649999618530273,19784.7265625,98542.0
365,2022-07-01,12.680000305175781,19269.3671875,98954.0
366,2022-07-04,12.649999618530273,20231.26171875,98609.0
367,2022-07-05,12.609999656677246,20190.115234375,98295.0
368,2022-07-06,12.609999656677246,20548.24609375,98719.0
369,2022-07-07,12.640000343322754,21637.587890625,100730.0
370,2022-07-08,12.600000381469727,21731.1171875,100289.0
371,2022-07-11,12.529999732971191,19970.556640625,98212.0
372,2022-07-12,12.579999923706055,19323.9140625,98271.0
373,2022-07-13,12.59000015258789,20212.07421875,97881.0
374,2022-07-14,12.5600004196167,20569.919921875,96121.0
375,2022-07-15,12.579999923706055,20836.328125,96551.0
376,2022-07-18,12.520000457763672,22485.689453125,96916.0
377,2022-07-19,12.489999771118164,23389.43359375,98245.0
378,2022-07-20,12.510000228881836,23231.732421875,98287.0
379,2022-07-21,12.479999542236328,23164.62890625,99033.0
380,2022-07-22,12.550000190734863,22714.978515625,98925.0
381,2022-07-25,12.59000015258789,21361.701171875,100270.0
382,2022-07-26,12.600000381469727,21239.75390625,99772.0
383,2022-07-27,12.649999618530273,22930.548828125,101438.0
384,2022-07-28,12.720000267028809,23843.88671875,102597.0
385,2022-07-29,12.770000457763672,23804.6328125,103165.0
386,2022-08-01,12.829999923706055,23314.19921875,102225.0
387,2022-08-02,12.789999961853027,22978.1171875,103362.0
388,2022-08-03,12.850000381469727,22846.5078125,103775.0
389,2022-08-04,12.979999542236328,22630.95703125,105892.0
390,2022-08-05,13.010000228881836,23289.314453125,106472.0
391,2022-08-08,13.109999656677246,23809.486328125,108402.0
392,2022-08-09,13.100000381469727,23164.318359375,108651.0
393,2022-08-10,13.130000114440918,23947.642578125,110236.0
394,2022-08-11,13.100000381469727,23957.529296875,109718.0
395,2022-08-12,13.149999618530273,24402.818359375,112764.0
396,2022-08-15,13.210000038146973,24136.97265625,113032.0
397,2022-08-16,13.199999809265137,23883.291015625,113512.0
398,2022-08-17,13.149999618530273,23335.998046875,113708.0
399,2022-08-18,13.130000114440918,23212.73828125,113813.0
400,2022-08-19,13.079999923706055,20877.552734375,111496.0
401,2022-08-22,13.09000015258789,21398.908203125,110501.0
402,2022-08-23,13.180000305175781,21528.087890625,112857.0
403,2022-08-24,13.15999984741211,21395.01953125,112898.0
404,2022-08-25,13.109999656677246,21600.904296875,113532.0
405,2022-08-26,13.149999618530273,20260.01953125,112299.0
406,2022-08-29,13.119999885559082,20297.994140625,112323.0
407,2022-08-30,13.130000114440918,19796.80859375,110431.0
408,2022-08-31,13.180000305175781,20049.763671875,109523.0
409,2022-09-01,13.25,20127.140625,110405.0
410,2022-09-02,13.279999732971191,19969.771484375,110864.0
411,2022-09-05,13.279999732971191,19812.37109375,112203.0
412,2022-09-06,13.220000267028809,18837.66796875,109764.0
413,2022-09-08,13.289999961853027,19329.833984375,109916.0
414,2022-09-09,13.34000015258789,21381.15234375,112300.0
415,2022-09-12,13.319999694824219,22370.44921875,113407.0
416,2022-09-13,13.260000228881836,20296.70703125,110794.0
417,2022-09-14,13.260000228881836,20241.08984375,110547.0
418,2022-09-15,13.210000038146973,19701.2109375,109954.0
419,2022-09-16,13.229999542236328,19772.583984375,109280.0
420,2022-09-19,13.279999732971191,19544.12890625,111824.0
421,2022-09-20,13.289999961853027,18890.7890625,112517.0
422,2022-09-21,13.359999656677246,18547.400390625,111936.0
423,2022-09-22,13.430000305175781,19413.55078125,114070.0
424,2022-09-23,13.390000343322754,19297.638671875,111716.0
425,2022-09-26,13.319999694824219,19222.671875,109114.0
426,2022-09-27,13.399999618530273,19110.546875,108376.0
427,2022-09-28,13.350000381469727,19426.720703125,108451.0
428,2022-09-29,13.359999656677246,19573.05078125,107664.0
429,2022-09-30,13.40999984741211,19431.7890625,110037.0
430,2022-10-03,13.470000267028809,19623.580078125,116134.0
431,2022-10-04,13.470000267028809,20336.84375,116230.0
432,2022-10-05,13.470000267028809,20160.716796875,117198.0
433,2022-10-06,13.470000267028809,19955.443359375,117561.0
434,2022-10-07,13.460000038146973,19546.849609375,116375.0
435,2022-10-10,13.489999771118164,19141.484375,115941.0
436,2022-10-11,13.4399995803833,19051.41796875,114827.0
437,2022-10-13,13.430000305175781,19382.904296875,114300.0
438,2022-10-14,13.40999984741211,19185.65625,112072.0
439,2022-10-17,13.460000038146973,19550.7578125,113624.0
440,2022-10-18,13.479999542236328,19334.416015625,115743.0
441,2022-10-19,13.40999984741211,19139.53515625,116274.0
442,2022-10-20,13.460000038146973,19053.740234375,117171.0
443,2022-10-21,13.470000267028809,19172.46875,119929.0
444,2022-10-24,13.430000305175781,19345.572265625,116013.0
445,2022-10-25,13.430000305175781,20095.857421875,114626.0
446,2022-10-26,13.40999984741211,20770.44140625,112764.0
447,2022-10-27,13.4399995803833,20285.8359375,114641.0
448,2022-10-28,13.449999809265137,20595.3515625,114539.0
449,2022-10-31,13.5,20495.7734375,116037.0
450,2022-11-01,13.510000228881836,20485.2734375,116929.0
451,2022-11-03,13.489999771118164,20209.98828125,116896.0
452,2022-11-04,13.510000228881836,21147.23046875,118155.0
453,2022-11-07,13.449999809265137,20602.81640625,115342.0
454,2022-11-08,13.430000305175781,18541.271484375,116160.0
455,2022-11-09,13.430000305175781,15880.7802734375,113580.0
456,2022-11-10,13.100000381469727,17586.771484375,109775.0
457,2022-11-11,13.029999732971191,17034.29296875,112253.0
458,2022-11-14,13.140000343322754,16618.19921875,113161.0
459,2022-11-16,13.039999961853027,16669.439453125,110243.0
460,2022-11-17,12.979999542236328,16687.517578125,109703.0
461,2022-11-18,12.949999809265137,16697.77734375,108880.0
462,2022-11-21,13.010000228881836,15787.2841796875,109748.0
463,2022-11-22,12.970000267028809,16189.76953125,109037.0
464,2022-11-23,12.890000343322754,16610.70703125,108683.0
465,2022-11-24,12.979999542236328,16604.46484375,111831.0
466,2022-11-25,12.930000305175781,16521.841796875,108977.0
467,2022-11-28,12.989999771118164,16217.322265625,108782.0
468,2022-11-29,13.15999984741211,16444.982421875,110910.0
469,2022-11-30,13.220000267028809,17168.56640625,112486.0
470,2022-12-01,13.1899995803833,16967.1328125,110926.0
471,2022-12-02,13.270000457763672,17088.66015625,111924.0
472,2022-12-05,13.220000267028809,16974.826171875,109401.0
473,2022-12-06,13.199999809265137,17089.50390625,109533.0
474,2022-12-07,13.239999771118164,16848.126953125,109361.0
475,2022-12-08,13.229999542236328,17233.474609375,107245.0
476,2022-12-09,13.229999542236328,17133.15234375,107689.0
477,2022-12-12,13.140000343322754,17206.4375,105264.0
478,2022-12-13,13.069999694824219,17781.318359375,103892.0
479,2022-12-14,12.989999771118164,17815.650390625,103803.0
480,2022-12-15,13.09000015258789,17364.865234375,103738.0
481,2022-12-16,13.039999961853027,16647.484375,102825.0
482,2022-12-19,13.0600004196167,16439.6796875,104530.0
483,2022-12-20,13.180000305175781,16906.3046875,106979.0
484,2022-12-21,13.220000267028809,16817.53515625,107313.0
485,2022-12-22,13.270000457763672,16830.341796875,107317.0
