Date_,Adj Close_GC=F,Close_GC=F,High_GC=F,Low_GC=F,Open_GC=F,Volume_GC=F,Adj Close_BTC-USD,Close_BTC-USD,High_BTC-USD,Low_BTC-USD,Open_BTC-USD,Volume_BTC-USD,Adj Close_^BVSP,Close_^BVSP,High_^BVSP,Low_^BVSP,Open_^BVSP,Volume_^BVSP
2016-12-15 00:00:00+00:00,1127.800048828125,1127.800048828125,1143.300048828125,1123.9000244140625,1139.800048828125,244,778.0880126953125,778.0880126953125,781.4349975585938,777.802001953125,780.0700073242188,81580096,58396.0,58396.0,58635.0,57575.0,58214.0,3569400
2016-12-16 00:00:00+00:00,1135.300048828125,1135.300048828125,1140.9000244140625,1126.9000244140625,1126.9000244140625,146,784.906982421875,784.906982421875,785.031982421875,778.9630126953125,778.9630126953125,83608200,58389.0,58389.0,59312.0,58365.0,58398.0,3683900
2016-12-19 00:00:00+00:00,1140.5,1140.5,1140.699951171875,1137.9000244140625,1139.4000244140625,249,792.7139892578125,792.7139892578125,793.6110229492188,790.3200073242188,790.6920166015625,74886400,57111.0,57111.0,58600.0,57109.0,58390.0,3396500
2016-12-20 00:00:00+00:00,1131.5,1131.5,1133.5,1126.5,1133.5,46,800.8759765625,800.8759765625,801.3369750976562,791.4970092773438,792.2470092773438,99629296,57583.0,57583.0,57918.0,57038.0,57116.0,2673400
2016-12-21 00:00:00+00:00,1131.0999755859375,1131.0999755859375,1136.0999755859375,1130.0,1136.0999755859375,50,834.281005859375,834.281005859375,834.281005859375,799.405029296875,800.6439819335938,155576000,57647.0,57647.0,58049.0,57221.0,57583.0,2461900
2016-12-22 00:00:00+00:00,1128.800048828125,1128.800048828125,1132.800048828125,1128.300048828125,1131.199951171875,104,864.5399780273438,864.5399780273438,875.781982421875,834.1489868164062,834.1799926757812,200027008,57255.0,57255.0,57646.0,56829.0,57646.0,2809800
2016-12-23 00:00:00+00:00,1131.9000244140625,1131.9000244140625,1132.800048828125,1130.300048828125,1130.9000244140625,70,921.9840087890625,921.9840087890625,925.1170043945312,864.677001953125,864.8880004882812,275564000,57937.0,57937.0,58143.0,57255.0,57255.0,2155400
2016-12-27 00:00:00+00:00,1137.300048828125,1137.300048828125,1142.199951171875,1134.300048828125,1134.300048828125,84,933.197998046875,933.197998046875,940.0479736328125,904.2550048828125,908.35400390625,167308000,58697.0,58697.0,59068.0,58402.0,58627.0,1624700
2016-12-28 00:00:00+00:00,1139.4000244140625,1139.4000244140625,1141.199951171875,1138.0,1141.199951171875,1570,975.9210205078125,975.9210205078125,975.9210205078125,934.8309936523438,934.8309936523438,236630000,59782.0,59782.0,59911.0,58688.0,58688.0,1960500
2016-12-29 00:00:00+00:00,1156.4000244140625,1156.4000244140625,1158.800048828125,1143.5999755859375,1143.800048828125,950,973.4970092773438,973.4970092773438,979.39697265625,954.5029907226562,975.125,199320000,60227.0,60227.0,60248.0,59278.0,59782.0,2119500
2017-01-03 00:00:00+00:00,1160.4000244140625,1160.4000244140625,1160.800048828125,1146.5,1155.199951171875,52,1043.8399658203125,1043.8399658203125,1044.0799560546875,1021.5999755859375,1021.5999755859375,185168000,61814.0,61814.0,61815.0,59631.0,59631.0,3328300
2017-01-04 00:00:00+00:00,1163.800048828125,1163.800048828125,1165.0,1156.300048828125,1156.300048828125,36,1154.72998046875,1154.72998046875,1159.4200439453125,1044.4000244140625,1044.4000244140625,344945984,61589.0,61589.0,61940.0,61302.0,61811.0,2840800
2017-01-05 00:00:00+00:00,1179.699951171875,1179.699951171875,1183.300048828125,1171.5,1172.0,500,1013.3800048828125,1013.3800048828125,1191.0999755859375,910.4169921875,1156.72998046875,510199008,62071.0,62071.0,62409.0,61594.0,61594.0,3313000
2017-01-06 00:00:00+00:00,1171.9000244140625,1171.9000244140625,1176.5,1171.9000244140625,1176.5,16,902.2009887695312,902.2009887695312,1046.81005859375,883.9439697265625,1014.239990234375,351876000,61665.0,61665.0,62072.0,61396.0,62072.0,2374800
2017-01-09 00:00:00+00:00,1183.5,1183.5,1183.5999755859375,1173.0,1173.9000244140625,62,902.8280029296875,902.8280029296875,913.6859741210938,879.8070068359375,913.2440185546875,141876992,61700.0,61700.0,62112.0,61307.0,61680.0,2480800
2017-01-10 00:00:00+00:00,1184.199951171875,1184.199951171875,1188.9000244140625,1182.300048828125,1184.300048828125,8,907.6790161132812,907.6790161132812,914.8729858398438,901.0599975585938,902.4400024414062,115808000,62132.0,62132.0,62446.0,61710.0,61710.0,2623400
2017-01-11 00:00:00+00:00,1195.5999755859375,1195.5999755859375,1197.0,1176.5,1187.5,20,777.7570190429688,777.7570190429688,919.447998046875,762.7650146484375,908.114990234375,310928992,62446.0,62446.0,62674.0,61665.0,62134.0,3139800
2017-01-12 00:00:00+00:00,1198.9000244140625,1198.9000244140625,1204.300048828125,1192.300048828125,1192.699951171875,110,804.833984375,804.833984375,826.2459716796875,755.7559814453125,775.177978515625,222326000,63954.0,63954.0,64342.0,62448.0,62448.0,4535000
2017-01-13 00:00:00+00:00,1195.300048828125,1195.300048828125,1196.0,1187.699951171875,1195.699951171875,65,823.9840087890625,823.9840087890625,829.0009765625,780.0029907226562,803.7369995117188,168968000,63652.0,63652.0,64092.0,63366.0,63940.0,2735500
2017-01-17 00:00:00+00:00,1212.0,1212.0,1214.5999755859375,1200.800048828125,1205.5,79,907.93798828125,907.93798828125,910.5609741210938,830.7960205078125,830.9459838867188,155095008,64354.0,64354.0,64658.0,63456.0,63827.0,2933800
2017-01-18 00:00:00+00:00,1211.300048828125,1211.300048828125,1214.699951171875,1203.0999755859375,1213.5999755859375,114,886.6179809570312,886.6179809570312,917.4990234375,858.3040161132812,909.3729858398438,225676992,64150.0,64150.0,64680.0,64063.0,64360.0,3008900
2017-01-19 00:00:00+00:00,1200.9000244140625,1200.9000244140625,1204.0,1195.800048828125,1200.5,26,899.072998046875,899.072998046875,904.614013671875,884.3380126953125,888.3350219726562,105625000,63951.0,63951.0,64456.0,63574.0,64145.0,2867100
2017-01-20 00:00:00+00:00,1204.300048828125,1204.300048828125,1212.0999755859375,1202.800048828125,1202.800048828125,38,895.0260009765625,895.0260009765625,899.3980102539062,887.0079956054688,898.1719970703125,86728400,64521.0,64521.0,64694.0,63951.0,63951.0,3416700
2017-01-23 00:00:00+00:00,1215.0,1215.0,1215.0,1210.0,1212.0,16,921.0120239257812,921.0120239257812,928.2659912109375,916.7379760742188,925.4990234375,73588600,65749.0,65749.0,65816.0,64500.0,64519.0,2957000
2017-01-24 00:00:00+00:00,1210.300048828125,1210.300048828125,1219.0,1207.699951171875,1219.0,24,892.68701171875,892.68701171875,924.14501953125,892.2860107421875,910.677001953125,111349000,65840.0,65840.0,66173.0,65615.0,65752.0,3850500
2017-01-26 00:00:00+00:00,1189.5,1189.5,1199.699951171875,1185.5999755859375,1199.699951171875,19,917.5859985351562,917.5859985351562,919.3259887695312,902.2239990234375,902.39501953125,131958000,66191.0,66191.0,66594.0,65842.0,65842.0,3494100
2017-01-27 00:00:00+00:00,1188.0999755859375,1188.0999755859375,1188.300048828125,1187.9000244140625,1187.9000244140625,234352,919.75,919.75,923.2230224609375,915.8460083007812,918.3590087890625,125594000,66034.0,66034.0,66242.0,65876.0,66195.0,2583400
2017-01-30 00:00:00+00:00,1193.199951171875,1193.199951171875,1198.5,1187.0999755859375,1191.699951171875,50503,920.3820190429688,920.3820190429688,923.0479736328125,919.4739990234375,920.1510009765625,78227296,64302.0,64302.0,66025.0,64165.0,66025.0,2264300
2017-01-31 00:00:00+00:00,1208.5999755859375,1208.5999755859375,1214.699951171875,1193.5,1194.9000244140625,3212,970.4030151367188,970.4030151367188,972.0189819335938,920.958984375,920.958984375,164582000,64671.0,64671.0,64901.0,64284.0,64310.0,2737700
2017-02-01 00:00:00+00:00,1205.5999755859375,1205.5999755859375,1211.9000244140625,1197.9000244140625,1211.9000244140625,1145,989.0230102539062,989.0230102539062,989.114013671875,970.7420043945312,970.9409790039062,150110000,64836.0,64836.0,65594.0,64687.0,64687.0,3214300
2017-02-02 00:00:00+00:00,1216.699951171875,1216.699951171875,1224.199951171875,1208.9000244140625,1209.699951171875,1512,1011.7999877929688,1011.7999877929688,1013.52001953125,983.2210083007812,990.0009765625,145820992,64578.0,64578.0,65132.0,64163.0,64835.0,2959200
2017-02-03 00:00:00+00:00,1218.5,1218.5,1220.5999755859375,1206.199951171875,1214.9000244140625,865,1029.9100341796875,1029.9100341796875,1033.8699951171875,1008.7899780273438,1011.4600219726562,201278000,64954.0,64954.0,65387.0,64264.0,64579.0,3482700
2017-02-06 00:00:00+00:00,1230.0,1230.0,1235.4000244140625,1218.5,1221.9000244140625,908,1038.1500244140625,1038.1500244140625,1044.6400146484375,1028.1600341796875,1028.4000244140625,111762000,63993.0,63993.0,65327.0,63933.0,64957.0,2551400
2017-02-07 00:00:00+00:00,1234.199951171875,1234.199951171875,1236.199951171875,1228.5,1234.199951171875,1177,1061.3499755859375,1061.3499755859375,1061.9300537109375,1040.1400146484375,1040.1400146484375,146007008,64199.0,64199.0,64815.0,63938.0,64022.0,2776200
2017-02-08 00:00:00+00:00,1237.5999755859375,1237.5999755859375,1243.9000244140625,1231.0,1232.0999755859375,288,1063.0699462890625,1063.0699462890625,1078.969970703125,1037.489990234375,1062.3199462890625,201855008,64835.0,64835.0,64835.0,63740.0,64200.0,3138600
2017-02-09 00:00:00+00:00,1235.0999755859375,1235.0999755859375,1243.5,1226.9000244140625,1239.4000244140625,885,994.3829956054688,994.3829956054688,1088.989990234375,953.343994140625,1064.699951171875,407220000,64965.0,64965.0,65302.0,64587.0,64850.0,2641700
2017-02-10 00:00:00+00:00,1234.4000244140625,1234.4000244140625,1234.4000244140625,1221.5,1227.5999755859375,391,988.6740112304688,988.6740112304688,998.905029296875,946.6909790039062,995.6320190429688,190452000,66125.0,66125.0,66292.0,64935.0,64965.0,3439000
2017-02-13 00:00:00+00:00,1224.4000244140625,1224.4000244140625,1231.0999755859375,1219.0,1230.5,398,990.6420288085938,990.6420288085938,1002.0999755859375,976.0020141601562,998.885009765625,100607000,66968.0,66968.0,67094.0,66125.0,66125.0,3108800
2017-02-14 00:00:00+00:00,1223.9000244140625,1223.9000244140625,1233.5,1222.0999755859375,1225.9000244140625,159,1004.5499877929688,1004.5499877929688,1011.510009765625,986.4710083007812,991.7349853515625,137946000,66713.0,66713.0,67110.0,66251.0,66971.0,3370900
2017-02-15 00:00:00+00:00,1231.699951171875,1231.699951171875,1231.699951171875,1217.300048828125,1225.5,175,1007.47998046875,1007.47998046875,1008.8400268554688,1001.5800170898438,1006.2100219726562,89759400,67976.0,67976.0,68016.0,66712.0,66712.0,4119600
2017-02-16 00:00:00+00:00,1240.0,1240.0,1240.699951171875,1233.199951171875,1234.5,87,1027.43994140625,1027.43994140625,1033.3699951171875,1007.6500244140625,1007.6500244140625,122277000,67814.0,67814.0,68456.0,67661.0,67979.0,3550800
2017-02-17 00:00:00+00:00,1237.5999755859375,1237.5999755859375,1241.199951171875,1234.800048828125,1240.699951171875,301,1046.2099609375,1046.2099609375,1053.1700439453125,1025.6400146484375,1026.1199951171875,136474000,67748.0,67748.0,67819.0,67158.0,67814.0,2787300
2017-02-21 00:00:00+00:00,1237.5,1237.5,1237.5,1228.0999755859375,1237.300048828125,119,1115.300048828125,1115.300048828125,1117.25,1076.9300537109375,1079.280029296875,186868992,69052.0,69052.0,69112.0,68536.0,68536.0,3051100
2017-02-22 00:00:00+00:00,1232.0,1232.0,1238.5999755859375,1231.800048828125,1236.0999755859375,36,1117.43994140625,1117.43994140625,1125.3900146484375,1100.550048828125,1114.800048828125,136100000,68590.0,68590.0,69052.0,68282.0,69052.0,3374600
2017-02-23 00:00:00+00:00,1250.199951171875,1250.199951171875,1250.300048828125,1236.0999755859375,1236.0999755859375,112,1166.719970703125,1166.719970703125,1176.6199951171875,1116.9599609375,1117.27001953125,189454000,67461.0,67461.0,69488.0,67279.0,68590.0,3977800
2017-02-24 00:00:00+00:00,1256.9000244140625,1256.9000244140625,1258.800048828125,1250.0,1250.0,1264,1173.6800537109375,1173.6800537109375,1200.3900146484375,1131.9599609375,1172.7099609375,330759008,66662.0,66662.0,67458.0,66452.0,67458.0,3059900
2017-03-01 00:00:00+00:00,1248.9000244140625,1248.9000244140625,1248.9000244140625,1236.9000244140625,1247.800048828125,138,1222.5,1222.5,1222.5,1179.68994140625,1180.0400390625,229056992,66989.0,66989.0,67398.0,66661.0,66661.0,2378500
2017-03-02 00:00:00+00:00,1231.9000244140625,1231.9000244140625,1247.5999755859375,1230.699951171875,1247.199951171875,79,1251.010009765625,1251.010009765625,1262.1300048828125,1215.6199951171875,1224.6800537109375,368275008,65855.0,65855.0,67035.0,65594.0,67000.0,3095300
2017-03-03 00:00:00+00:00,1225.5,1225.5,1235.199951171875,1222.9000244140625,1231.699951171875,121,1274.989990234375,1274.989990234375,1280.31005859375,1250.7099609375,1250.7099609375,315739008,66786.0,66786.0,66801.0,65860.0,65860.0,2654400
2017-03-06 00:00:00+00:00,1224.5,1224.5,1235.199951171875,1224.5,1235.199951171875,29,1272.8299560546875,1272.8299560546875,1276.0,1264.5999755859375,1267.469970703125,153656992,66341.0,66341.0,66892.0,66119.0,66786.0,3337500
2017-03-07 00:00:00+00:00,1215.0999755859375,1215.0999755859375,1225.4000244140625,1213.699951171875,1224.300048828125,53,1223.5400390625,1223.5400390625,1275.550048828125,1204.800048828125,1273.2099609375,291256000,65742.0,65742.0,66641.0,65668.0,66343.0,2886200
2017-03-08 00:00:00+00:00,1208.5,1208.5,1212.199951171875,1206.699951171875,1212.199951171875,24,1150.0,1150.0,1232.1600341796875,1148.0799560546875,1223.22998046875,332603008,64718.0,64718.0,65810.0,64496.0,65748.0,3727200
2017-03-09 00:00:00+00:00,1202.4000244140625,1202.4000244140625,1205.5999755859375,1202.300048828125,1204.5,37,1188.489990234375,1188.489990234375,1197.4599609375,1141.22998046875,1150.3499755859375,212283008,64585.0,64585.0,65068.0,64203.0,64718.0,3513300
2017-03-10 00:00:00+00:00,1200.699951171875,1200.699951171875,1203.300048828125,1196.199951171875,1196.199951171875,3,1116.719970703125,1116.719970703125,1270.469970703125,1077.25,1189.3599853515625,563795968,64675.0,64675.0,65725.0,64472.0,64586.0,3432900
2017-03-13 00:00:00+00:00,1202.4000244140625,1202.4000244140625,1210.0,1202.300048828125,1206.199951171875,35,1231.9200439453125,1231.9200439453125,1237.3699951171875,1217.030029296875,1221.780029296875,380276992,65534.0,65534.0,65651.0,64674.0,64674.0,2162800
2017-03-14 00:00:00+00:00,1201.9000244140625,1201.9000244140625,1205.9000244140625,1196.800048828125,1203.0999755859375,22,1240.0,1240.0,1244.81005859375,1220.719970703125,1232.1600341796875,245306000,64699.0,64699.0,65549.0,64699.0,65511.0,2824800
2017-03-15 00:00:00+00:00,1200.0999755859375,1200.0999755859375,1221.199951171875,1197.699951171875,1198.199951171875,36,1249.6099853515625,1249.6099853515625,1251.6099853515625,1239.75,1240.1600341796875,297804992,66235.0,66235.0,66318.0,64537.0,64702.0,3742100
2017-03-16 00:00:00+00:00,1226.5,1226.5,1231.4000244140625,1222.199951171875,1222.199951171875,47,1187.81005859375,1187.81005859375,1257.97998046875,1152.43994140625,1251.3299560546875,638568000,65783.0,65783.0,66554.0,65531.0,66232.0,2860400
2017-03-17 00:00:00+00:00,1229.800048828125,1229.800048828125,1230.9000244140625,1227.0999755859375,1227.0999755859375,26,1100.22998046875,1100.22998046875,1180.1600341796875,1099.5699462890625,1180.1600341796875,706598976,64210.0,64210.0,66205.0,64152.0,65783.0,5213000
2017-03-20 00:00:00+00:00,1233.5999755859375,1233.5999755859375,1234.4000244140625,1229.300048828125,1229.300048828125,23,1054.22998046875,1054.22998046875,1063.030029296875,1036.6800537109375,1037.239990234375,286529984,64884.0,64884.0,65136.0,63672.0,64232.0,3613900
2017-03-21 00:00:00+00:00,1246.0999755859375,1246.0999755859375,1246.0999755859375,1226.4000244140625,1226.4000244140625,11,1120.5400390625,1120.5400390625,1122.4300537109375,1055.3599853515625,1055.3599853515625,337391008,62980.0,62980.0,64965.0,62795.0,64884.0,3700200
2017-03-22 00:00:00+00:00,1249.300048828125,1249.300048828125,1249.5,1247.699951171875,1247.9000244140625,3,1049.1400146484375,1049.1400146484375,1120.6500244140625,1014.2100219726562,1120.6500244140625,380840992,63521.0,63521.0,63747.0,62496.0,62980.0,4063300
2017-03-23 00:00:00+00:00,1246.9000244140625,1246.9000244140625,1247.5,1244.800048828125,1246.4000244140625,16,1038.5899658203125,1038.5899658203125,1058.010009765625,1028.9300537109375,1050.050048828125,248540000,63531.0,63531.0,63942.0,62840.0,63521.0,3447400
2017-03-24 00:00:00+00:00,1248.199951171875,1248.199951171875,1248.300048828125,1247.5999755859375,1248.0,3,937.52001953125,937.52001953125,1040.469970703125,934.3579711914062,1038.449951171875,491038016,63854.0,63854.0,63997.0,63469.0,63554.0,2571200
2017-03-27 00:00:00+00:00,1255.4000244140625,1255.4000244140625,1257.699951171875,1253.800048828125,1255.800048828125,72,1045.77001953125,1045.77001953125,1046.4000244140625,971.9840087890625,972.0549926757812,372535008,64308.0,64308.0,64356.0,63030.0,63829.0,2672800
2017-03-28 00:00:00+00:00,1255.300048828125,1255.300048828125,1255.9000244140625,1255.300048828125,1255.9000244140625,19,1047.1500244140625,1047.1500244140625,1064.6500244140625,1027.72998046875,1044.5799560546875,326332000,64640.0,64640.0,64847.0,64042.0,64308.0,3359100
2017-03-29 00:00:00+00:00,1253.4000244140625,1253.4000244140625,1253.4000244140625,1252.0999755859375,1252.199951171875,190678,1039.969970703125,1039.969970703125,1055.1300048828125,1015.8800048828125,1046.0799560546875,298457984,65528.0,65528.0,65551.0,64476.0,64636.0,3488200
2017-03-30 00:00:00+00:00,1245.0,1245.0,1253.5999755859375,1241.0999755859375,1253.0999755859375,51328,1026.4300537109375,1026.4300537109375,1049.2900390625,1020.0399780273438,1042.2099609375,352968992,65266.0,65266.0,65775.0,65070.0,65541.0,2335700
2017-03-31 00:00:00+00:00,1247.300048828125,1247.300048828125,1248.800048828125,1238.699951171875,1242.0999755859375,8223,1071.7900390625,1071.7900390625,1074.9200439453125,1026.6400146484375,1026.6400146484375,447287008,64984.0,64984.0,65597.0,64859.0,65266.0,2614200
2017-04-03 00:00:00+00:00,1250.800048828125,1250.800048828125,1252.4000244140625,1243.5999755859375,1247.5,1160,1143.81005859375,1143.81005859375,1151.739990234375,1102.949951171875,1102.949951171875,580444032,65211.0,65211.0,65384.0,64774.0,64989.0,2858500
2017-04-04 00:00:00+00:00,1255.0,1255.0,1260.300048828125,1253.0,1253.0999755859375,724,1133.25,1133.25,1156.43994140625,1120.52001953125,1145.52001953125,436310016,65769.0,65769.0,65775.0,64990.0,65212.0,2085300
2017-04-05 00:00:00+00:00,1245.4000244140625,1245.4000244140625,1255.4000244140625,1243.0,1255.4000244140625,907,1124.780029296875,1124.780029296875,1135.0899658203125,1113.6300048828125,1134.1400146484375,414784000,64775.0,64775.0,66211.0,64493.0,65770.0,2982200
2017-04-06 00:00:00+00:00,1250.300048828125,1250.300048828125,1257.5,1249.0,1256.0999755859375,169,1182.6800537109375,1182.6800537109375,1188.3699951171875,1125.81005859375,1125.81005859375,511222016,64223.0,64223.0,64921.0,63762.0,64775.0,2875000
2017-04-07 00:00:00+00:00,1254.300048828125,1254.300048828125,1269.0999755859375,1249.5,1249.5,445,1176.9000244140625,1176.9000244140625,1186.5799560546875,1163.3900146484375,1178.93994140625,317022016,64593.0,64593.0,65197.0,64016.0,64202.0,2853100
2017-04-10 00:00:00+00:00,1251.0999755859375,1251.0999755859375,1255.199951171875,1246.800048828125,1252.699951171875,182,1187.1300048828125,1187.1300048828125,1190.3399658203125,1179.0400390625,1187.300048828125,215883008,64650.0,64650.0,64928.0,64115.0,64593.0,2984000
2017-04-11 00:00:00+00:00,1271.199951171875,1271.199951171875,1273.5,1254.5,1254.5,401,1205.010009765625,1205.010009765625,1208.0699462890625,1187.4599609375,1187.4599609375,216182000,64360.0,64360.0,64872.0,63351.0,64650.0,3178400
